flag	content
$LINE_4_1_OUTRO_120_CHAR	$HEA
$LINE_4_1_OUTRO_120_TEXT	Ci stanno braccando.
$LINE_4_1_OUTRO_130_CHAR	$HEA
$LINE_4_1_OUTRO_130_TEXT	L'unica scelta che abbiamo è arrivare all'uscita.
$LINE_4_1_OUTRO_140_CHAR	$MCG
$LINE_4_1_OUTRO_140_TEXT	E dopo?
$LINE_4_1_OUTRO_150_CHAR	$HEA
$LINE_4_1_OUTRO_150_TEXT	Dopo, avremo il tempo per pensare.
$LINE_4_1_OUTRO_160_CHAR	$HEA
$LINE_4_1_OUTRO_160_TEXT	In questo momento, la nostra priorità è portarti lontano da loro.
$LINE_4_1_OUTRO_170_CHAR	$MCG
$LINE_4_1_OUTRO_170_TEXT	Lontano da lui...
$LINE_4_1_OUTRO_180_CHAR	$HEA
$LINE_4_1_OUTRO_180_TEXT	Se tutto questo è vero, allora abbiamo a che fare con un potere ben più grande di quello di Zelemir.
$LINE_4_1_OUTRO_190_CHAR	$HEA
$LINE_4_1_OUTRO_190_TEXT	State all'erta. Il cammino si farà sempre più difficile da qui in poi.
$SCENE_4_2_INTRO_TITLE	Il regno del mago
$LINE_4_2_INTRO_00_CHAR	$MCG
$LINE_4_2_INTRO_00_TEXT	Che posto è questo? Un'altra città quaidiana?
$LINE_4_2_INTRO_10_CHAR	$MAG
$LINE_4_2_INTRO_10_TEXT	No, quest'architettura è molto diversa dalla nostra.
$LINE_4_2_INTRO_20_CHAR	$MAG
$LINE_4_2_INTRO_20_TEXT	E il linguaggio mi è totalmente estraneo.
$LINE_4_2_INTRO_30_CHAR	$MCG
$LINE_4_2_INTRO_30_TEXT	Non ho mai visto niente di così antico...
$LINE_4_2_INTRO_40_CHAR	$MCG
$LINE_4_2_INTRO_40_TEXT	Perchè non l'ha mai notata nessuno? È completamente esposta.
$LINE_4_2_INTRO_50_CHAR	$MAG
$LINE_4_2_INTRO_50_TEXT	Sono passata di qua molti anni fa, e non c'era altro che il deserto. Nemmeno una traccia di queste rovine.
$LINE_4_2_INTRO_60_CHAR	$MAG
$LINE_4_2_INTRO_60_TEXT	Dovevano essere sepolte in profondità nelle sabbie.
$LINE_4_2_INTRO_70_CHAR	$MCG
$LINE_4_2_INTRO_70_TEXT	Guardate quei graffi.
$LINE_4_2_INTRO_80_CHAR	$MCG
$LINE_4_2_INTRO_80_TEXT	...Credete che i revenant possano aver riportato tutto questo alla luce?
$LINE_4_2_INTRO_90_CHAR	$MAG
$LINE_4_2_INTRO_90_TEXT	Attenti!  Sembra che il mausoleo sia ancora abitato, dopotutto.
$SCENE_4_2_OUTRO_TITLE	Nella sua dimora
$LINE_4_2_OUTRO_00_CHAR	$MCG
$LINE_4_2_OUTRO_00_TEXT	Riuscite a capire qualcuna di queste scritte?
$LINE_4_2_OUTRO_10_CHAR	$MCG
$LINE_4_2_OUTRO_10_TEXT	Forse possono dirci dove siamo.
$LINE_4_2_OUTRO_20_CHAR	$HEA
$LINE_4_2_OUTRO_20_TEXT	Il linguaggio assomiglia ai dialetti del nord, ma è molto più antico.
$LINE_4_2_OUTRO_30_CHAR	$HEA
$LINE_4_2_OUTRO_30_TEXT	Riesco a distinguere qualche parola...
$LINE_4_2_OUTRO_40_CHAR	$MCG
$LINE_4_2_OUTRO_40_TEXT	Che cosa dice?
$LINE_4_2_OUTRO_50_CHAR	$HEA
$LINE_4_2_OUTRO_50_TEXT	"Qui si trova... la sede del potere..."
$LINE_4_2_OUTRO_60_CHAR	$HEA
$LINE_4_2_OUTRO_60_TEXT	Poi c'è una parola che non so tradurre... e...
$LINE_4_2_OUTRO_70_CHAR	$HEA
$LINE_4_2_OUTRO_70_TEXT	"...del celestiale..."
$LINE_4_2_OUTRO_80_CHAR	$HEA
$LINE_4_2_OUTRO_80_TEXT	"Eztli-Tenoch"
$LINE_4_2_OUTRO_90_CHAR	$MCG
$LINE_4_2_OUTRO_90_TEXT	Siamo nel suo regno.
$LINE_4_2_OUTRO_100_CHAR	$HEA
$LINE_4_2_OUTRO_100_TEXT	Dobbiamo procedere con prudenza.
$LINE_4_2_OUTRO_110_CHAR	$HEA
$LINE_4_2_OUTRO_110_TEXT	Vi è ancora chi continua a servire il suo antico padrone.
$SCENE_4_3_INTRO_TITLE	Le sale del Re-dio
$LINE_4_3_INTRO_00_CHAR	$BER
$LINE_4_3_INTRO_00_TEXT	Che è successo qui?
$LINE_4_3_INTRO_10_CHAR	$MCG
$LINE_4_3_INTRO_10_TEXT	Sembra che questa fosse la sala del trono.
$LINE_4_3_INTRO_20_CHAR	$BER
$LINE_4_3_INTRO_20_TEXT	Qualcuno ha fatto proprio un bel casino in questo posto.
$LINE_4_3_INTRO_30_CHAR	$MCG
$LINE_4_3_INTRO_30_TEXT	E poi ha inciso il suo nome sulla parete...
$LINE_4_3_INTRO_40_CHAR	$BER
$LINE_4_3_INTRO_40_TEXT	Il trono è mio!
$LINE_4_3_INTRO_50_CHAR	$MCG
$LINE_4_3_INTRO_50_TEXT	Questa frase è in Ashiano Antico.
$LINE_4_3_INTRO_60_CHAR	$MCG
$LINE_4_3_INTRO_60_TEXT	"...qui molte vite... per i pochi..."
$LINE_4_3_INTRO_70_CHAR	$MCG
$LINE_4_3_INTRO_70_TEXT	"Il demone fu deposto... sigillato dal sacrificio..."
$LINE_4_3_INTRO_80_CHAR	$MCG
$LINE_4_3_INTRO_80_TEXT	"...la sua città distrutta..."
$LINE_4_3_INTRO_90_CHAR	$RAN
$LINE_4_3_INTRO_90_TEXT	*$MCG, siamo inseguiti.
$LINE_4_3_INTRO_100_CHAR	$RAN
$LINE_4_3_INTRO_100_TEXT	Non posso dire con esattezza il loro numero...
$LINE_4_3_INTRO_110_CHAR	$RAN
$LINE_4_3_INTRO_110_TEXT	Ma sono tanti... davvero tanti.
$LINE_4_3_INTRO_120_CHAR	$MCG
$LINE_4_3_INTRO_120_TEXT	Preparatevi. Li affronteremo qui.
$LINE_4_3_INTRO_130_CHAR	CULTISTA DEL SANGUE
$LINE_4_3_INTRO_130_TEXT	Non senti la sua chiamata?
$LINE_4_3_INTRO_140_CHAR	CULTISTA DEL SANGUE
$LINE_4_3_INTRO_140_TEXT	Dopo così tanti anni di silenzio.
$LINE_4_3_INTRO_150_CHAR	CULTISTA DEL SANGUE
$LINE_4_3_INTRO_150_TEXT	Siamo convocati alla Grande Pietra.
$LINE_4_3_INTRO_160_CHAR	CULTISTA DEL SANGUE
$LINE_4_3_INTRO_160_TEXT	Tu devi liberarlo.
$LINE_4_3_INTRO_170_CHAR	CULTISTA DEL SANGUE
$LINE_4_3_INTRO_170_TEXT	Ti aiuteremo a vedere il tuo vero scopo.
$SCENE_4_3_OUTRO_TITLE	La voce parla
$LINE_4_3_OUTRO_00_CHAR	$MCG
$LINE_4_3_OUTRO_00_TEXT	Sono finiti?
$LINE_4_3_OUTRO_10_CHAR	$RAN
$LINE_4_3_OUTRO_10_TEXT	Credo che siamo al sicuro... per ora.
$LINE_4_3_OUTRO_20_CHAR	$RAN
$LINE_4_3_OUTRO_20_TEXT	Vado a perlustrare i dintorni, per esserne sicura.
$LINE_4_3_OUTRO_30_CHAR	VOCE MISTERIOSA
$LINE_4_3_OUTRO_30_TEXT	Così tanto tempo...
$LINE_4_3_OUTRO_40_CHAR	$MCG
$LINE_4_3_OUTRO_40_TEXT	Quella voce!
$LINE_4_3_OUTRO_50_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_50_TEXT	Imprigionato per lunghissime ere, senza nessuna compagnia se non quella dei miei pensieri.
$LINE_4_3_OUTRO_60_CHAR	$MCG
$LINE_4_3_OUTRO_60_TEXT	È... l'uomo dorato...
$LINE_4_3_OUTRO_70_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_70_TEXT	Ti avrei ricompensato con enormi ricchezze. Saresti stata una dea.
$LINE_4_3_OUTRO_80_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_80_TEXT	Ma hai scelto la morte.
$LINE_4_3_OUTRO_90_CHAR	EZTLI-TENOCH
$LINE_4_3_OUTRO_90_TEXT	E ALLORA SOFFRIRAI COME NESSUNO HA MAI SOFFERTO PRIMA.
$LINE_4_3_OUTRO_100_CHAR	$MCG
$LINE_4_3_OUTRO_100_TEXT	STAMMI LONTANO!
$LINE_4_3_OUTRO_110_CHAR	$MCG
$LINE_4_3_OUTRO_110_TEXT	ESCI DALLA MIA TESTA!
$LINE_4_3_OUTRO_120_CHAR	$MCG
$LINE_4_3_OUTRO_120_TEXT	...
$LINE_4_3_OUTRO_130_CHAR	$BER
$LINE_4_3_OUTRO_130_TEXT	*Ehi, stai bene $MCG?
$LINE_4_3_OUTRO_140_CHAR	$MCG
$LINE_4_3_OUTRO_140_TEXT	Ho appena avuto una visione di Eztli-Tenoch.
$LINE_4_3_OUTRO_150_CHAR	$MCG
$LINE_4_3_OUTRO_150_TEXT	Non ci lascerà andare senza combattere...
$LINE_4_3_OUTRO_160_CHAR	$MCG
$LINE_4_3_OUTRO_160_TEXT	E allora, vediamo di accontentarlo.
$LINE_4_3_OUTRO_170_CHAR	$BER
$LINE_4_3_OUTRO_170_TEXT	....!
$SCENE_TREASURE_CHAMBER_INTRO_TITLE	Vero amore
$LINE_TREASURE_CHAMBER_INTRO_00_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_00_TEXT	Un momento, mortale... c'è qualcosa nei paraggi...
$LINE_TREASURE_CHAMBER_INTRO_10_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_10_TEXT	Ne sento l'odore.
$LINE_TREASURE_CHAMBER_INTRO_20_CHAR	$MCG
$LINE_TREASURE_CHAMBER_INTRO_20_TEXT	Revenant? Preparatevi a combattere!
$LINE_TREASURE_CHAMBER_INTRO_30_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_30_TEXT	No... è qualcos'altro... 
$LINE_TREASURE_CHAMBER_INTRO_40_CHAR	$MCG
$LINE_TREASURE_CHAMBER_INTRO_40_TEXT	Cosa?
$LINE_TREASURE_CHAMBER_INTRO_50_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_50_TEXT	Un tesoro!
$LINE_TREASURE_CHAMBER_INTRO_60_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_60_TEXT	Caspita, guardate che roba!
$LINE_TREASURE_CHAMBER_INTRO_70_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_70_TEXT	Attento, mortale.
$LINE_TREASURE_CHAMBER_INTRO_80_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_80_TEXT	Eh?
$LINE_TREASURE_CHAMBER_INTRO_90_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_90_TEXT	Dato che sono stata io a scoprirlo, tutto questo appartiene a me di diritto.
$LINE_TREASURE_CHAMBER_INTRO_100_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_100_TEXT	Ma tu non le usi nemmeno, le armi!
$LINE_TREASURE_CHAMBER_INTRO_110_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_110_TEXT	Siamo già affezionati!  La chiamerò:
$LINE_TREASURE_CHAMBER_INTRO_120_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_120_TEXT	LA POTENTE SPACCAOSSA, EVISCERATRICE STRAORDINARIA, FENDITRICE DI VENTRIGLI NEMICI, EMASCULATRICE DEGLI OPPOSITORI...
$LINE_TREASURE_CHAMBER_INTRO_130_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_130_TEXT	COLEI CHE HA ASSAGGIATO IL SANGUE DI MIGLIAIA DI UOMINI!
$LINE_TREASURE_CHAMBER_INTRO_140_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_140_TEXT	O Evni, per fare prima.
$LINE_TREASURE_CHAMBER_INTRO_150_CHAR	$BER
$LINE_TREASURE_CHAMBER_INTRO_150_TEXT	Non sarai così senza cuore da metterti tra di noi, vero?  È... vero amore...
$LINE_TREASURE_CHAMBER_INTRO_160_CHAR	$DRA
$LINE_TREASURE_CHAMBER_INTRO_160_TEXT	Ebbene... potrei essere persuasa a rinunciarvi, in cambio di un equo compenso.
$SCENE_TREASURE_CHAMBER_OUTRO_TITLE	A portata di mano
$LINE_TREASURE_CHAMBER_OUTRO_00_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_00_TEXT	Riesco a vedere il passo tra le montagne, da qui!  Siamo quasi fuori!
$LINE_TREASURE_CHAMBER_OUTRO_10_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_10_TEXT	*$MCG... io rimarrò qui.
$LINE_TREASURE_CHAMBER_OUTRO_20_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_20_TEXT	Come?
$LINE_TREASURE_CHAMBER_OUTRO_30_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_30_TEXT	La vittoria è a portata di mano.  Non dovresti avere problemi a cavartela senza di me.
$LINE_TREASURE_CHAMBER_OUTRO_40_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_40_TEXT	Non ho mai progettato di sopravvivere a questo viaggio.
$LINE_TREASURE_CHAMBER_OUTRO_50_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_50_TEXT	E queste rovine sono un posto buono come un altro, per morire.
$LINE_TREASURE_CHAMBER_OUTRO_60_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_60_TEXT	Avevate promesso di portarmi fuori di qui.  Non vi permetterò di tirarvi indietro proprio ora.
$LINE_TREASURE_CHAMBER_OUTRO_70_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_70_TEXT	*$MCG, ho il sangue di milioni sulle mani.
$LINE_TREASURE_CHAMBER_OUTRO_80_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_80_TEXT	Zelemir ha pagato il suo prezzo.
$LINE_TREASURE_CHAMBER_OUTRO_90_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_90_TEXT	Ora io devo pagare il mio.
$LINE_TREASURE_CHAMBER_OUTRO_100_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_100_TEXT	Io...
$LINE_TREASURE_CHAMBER_OUTRO_110_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_110_TEXT	Non c'è nient'altro da dire. Vai.
$LINE_TREASURE_CHAMBER_OUTRO_120_CHAR	$MCG
$LINE_TREASURE_CHAMBER_OUTRO_120_TEXT	...
$LINE_TREASURE_CHAMBER_OUTRO_130_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_130_TEXT	Reverendo...
$LINE_TREASURE_CHAMBER_OUTRO_140_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_140_TEXT	*$MAG... tu desideravi la morte di Zelemir.  Le mie mani sono sporche tanto quanto le sue.
$LINE_TREASURE_CHAMBER_OUTRO_150_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_150_TEXT	Lo so...
$LINE_TREASURE_CHAMBER_OUTRO_160_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_160_TEXT	Allora lasciami morire.
$LINE_TREASURE_CHAMBER_OUTRO_170_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_170_TEXT	Siete corso in mio aiuto quando nessun altro l'avrebbe fatto.  Io...
$LINE_TREASURE_CHAMBER_OUTRO_180_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_180_TEXT	*$MAG, ho ucciso la tua gente.
$LINE_TREASURE_CHAMBER_OUTRO_190_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_190_TEXT	Lascia che ne paghi il prezzo.
$LINE_TREASURE_CHAMBER_OUTRO_200_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_200_TEXT	No.
$LINE_TREASURE_CHAMBER_OUTRO_210_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_210_TEXT	No, la vostra vita non è vostra. Non potete gettarla via!
$LINE_TREASURE_CHAMBER_OUTRO_220_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_220_TEXT	Appartiene a me, come pegno per le vite della mia gente. Non avrete il lusso del suicidio!
$LINE_TREASURE_CHAMBER_OUTRO_230_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_230_TEXT	Così sia.
$LINE_TREASURE_CHAMBER_OUTRO_240_CHAR	$HEA
$LINE_TREASURE_CHAMBER_OUTRO_240_TEXT	Prendi la mia vita.  È giusto così.
$LINE_TREASURE_CHAMBER_OUTRO_250_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_250_TEXT	...
$LINE_TREASURE_CHAMBER_OUTRO_260_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_260_TEXT	Questa è la MIA scelta, non la vostra.
$LINE_TREASURE_CHAMBER_OUTRO_270_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_270_TEXT	Finirà come e quando lo deciderò io.
$LINE_TREASURE_CHAMBER_OUTRO_280_CHAR	$MAG
$LINE_TREASURE_CHAMBER_OUTRO_280_TEXT	Ora muovetevi e venite con noi.
$SCENE_4_4_INTRO_TITLE	In trappola
$LINE_4_4_INTRO_00_CHAR	$RAN
$LINE_4_4_INTRO_00_TEXT	Ehi gente?  Credo di aver capito come mai in città non c'erano revenant.
$LINE_4_4_INTRO_10_CHAR	$RAN
$LINE_4_4_INTRO_10_TEXT	Ci stavano tutti aspettando qui.
$LINE_4_4_INTRO_20_CHAR	$MCG
$LINE_4_4_INTRO_20_TEXT	Devono essere migliaia.
$LINE_4_4_INTRO_30_CHAR	$RAN
$LINE_4_4_INTRO_30_TEXT	Già.
$LINE_4_4_INTRO_40_CHAR	$BER
$LINE_4_4_INTRO_40_TEXT	Questo non è il modo in cui mi aspettavo di morire...
$LINE_4_4_INTRO_50_CHAR	$BER
$LINE_4_4_INTRO_50_TEXT	Ma è quello che ho sempre desiderato!
$LINE_4_4_INTRO_60_CHAR	$BER
$LINE_4_4_INTRO_60_TEXT	SANGUEEE!
$LINE_4_4_INTRO_70_CHAR	$RAN
$LINE_4_4_INTRO_70_TEXT	Be'...
$LINE_4_4_INTRO_80_CHAR	$MCG
$LINE_4_4_INTRO_80_TEXT	Non c'è molto da fare.
$LINE_4_4_INTRO_90_CHAR	$RAN
$LINE_4_4_INTRO_90_TEXT	È stato bello conoscerti.
$LINE_4_4_INTRO_100_CHAR	$DRA
$LINE_4_4_INTRO_100_TEXT	Mortale...
$LINE_4_4_INTRO_110_CHAR	$MCG
$LINE_4_4_INTRO_110_TEXT	Suppongo che alla fine il nostro accordo non sembri più così vantaggioso...
$LINE_4_4_INTRO_120_CHAR	$DRA
$LINE_4_4_INTRO_120_TEXT	Voglio insegnarti una cosa.
$LINE_4_4_INTRO_130_CHAR	$MCG
$LINE_4_4_INTRO_130_TEXT	Cosa?
$LINE_4_4_INTRO_140_CHAR	$DRA
$LINE_4_4_INTRO_140_TEXT	In tutta la nostra storia... a nessun mortale è mai stata impartita questa conoscenza.
$LINE_4_4_INTRO_150_CHAR	$DRA
$LINE_4_4_INTRO_150_TEXT	Ma ritengo che questo sia il momento giusto.
$SCENE_4_4_OUTRO_TITLE	In solitudine
$LINE_4_4_OUTRO_00_CHAR	$RAN
$LINE_4_4_OUTRO_00_TEXT	Non ci credo.
$LINE_4_4_OUTRO_10_CHAR	$MCG
$LINE_4_4_OUTRO_10_TEXT	Che siamo sopravvissuti?
$LINE_4_4_OUTRO_20_CHAR	$RAN
$LINE_4_4_OUTRO_20_TEXT	Be', anche quello.
$LINE_4_4_OUTRO_30_CHAR	$RAN
$LINE_4_4_OUTRO_30_TEXT	Ma non c'è più niente qui attorno.
$LINE_4_4_OUTRO_40_CHAR	$RAN
$LINE_4_4_OUTRO_40_TEXT	Neanche un singolo revenant.
$LINE_4_4_OUTRO_50_CHAR	$RAN
$LINE_4_4_OUTRO_50_TEXT	Non ci segue più nessuno.
$SCENE_4_5_INTRO_TITLE	La Mano Destra di<N>Eztli-Tenoch
$LINE_4_5_INTRO_00_CHAR	$RAN
$LINE_4_5_INTRO_00_TEXT	Per gli dei, credevo che non sarebbe mai accaduto.
$LINE_4_5_INTRO_10_CHAR	$RAN
$LINE_4_5_INTRO_10_TEXT	Siamo davvero all'uscita!
$LINE_4_5_INTRO_20_CHAR	$RAN
$LINE_4_5_INTRO_20_TEXT	Sto per andarmene da questo buco infernale!
$LINE_4_5_INTRO_30_CHAR	$RAN
$LINE_4_5_INTRO_30_TEXT	*$MCG! Ne arrivano altri!
$LINE_4_5_INTRO_40_CHAR	CULTISTA SANGUINARIO
$LINE_4_5_INTRO_40_TEXT	*Ah, la donna chiamata $MCG è davvero molto fortunata.
$LINE_4_5_INTRO_50_CHAR	CULTISTA SANGUINARIO
$LINE_4_5_INTRO_50_TEXT	Sono molto pochi coloro che vedono Eztli-Tenoch allungare la sua gloriosa Mano Destra...
$LINE_4_5_INTRO_60_CHAR	CULTISTA SANGUINARIO
$LINE_4_5_INTRO_60_TEXT	E prendere ciò che è suo...
$LINE_4_5_INTRO_70_CHAR	CULTISTA SANGUINARIO
$LINE_4_5_INTRO_70_TEXT	Guardate: la morte.
$SCENE_4_5_OUTRO_TITLE	L'offerta di Zelemir
$NARR_4_5_OUTRO_00_TEXT	ATTO VII
$NARR_4_5_OUTRO_00_SUB_TEXT	*Si dice che l'uomo abbia paura della morte. La mia esperienza è che ciò che l'uomo teme davvero è l'incertezza della morte.  Durante quell'ordalia, quando la morte era ormai certa, fui assalito da un'imperturbabile calma, una sensazione mai provata né prima né dopo.$N$NFu solo quando apparve la speranza di poter sopravvivere$Nche sentii la vera morsa del terrore.
$NARR_4_5_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N$N$N-dalle Memorie di Gedemon Dalavbar, Maestro degli Arcieri,$N Storia delle sue Imprese e Avventure al Servizio del Re di Ash
$LINE_4_5_OUTRO_00_CHAR	$MCG
$LINE_4_5_OUTRO_00_TEXT	Se è un combattimento che vuoi - 
$LINE_4_5_OUTRO_10_CHAR	ZELEMIR
$LINE_4_5_OUTRO_10_TEXT	L'unica ragione per cui sono qui è impedire che il tuo sangue cada nelle mani del nemico.
$LINE_4_5_OUTRO_20_CHAR	ZELEMIR
$LINE_4_5_OUTRO_20_TEXT	Ora che la tua fuga è garantita, non ho più motivo di ostacolarti.
$LINE_4_5_OUTRO_30_CHAR	ZELEMIR
$LINE_4_5_OUTRO_30_TEXT	In effetti, sarai un perfetto diversivo.
$LINE_4_5_OUTRO_40_CHAR	$DRA
$LINE_4_5_OUTRO_40_TEXT	Che cosa hai fatto ai miei figli, cane?
$LINE_4_5_OUTRO_50_CHAR	ZELEMIR
$LINE_4_5_OUTRO_50_TEXT	Li sto usando in modo migliore di quanto un misero verme come te avrebbe mai potuto.
$LINE_4_5_OUTRO_60_CHAR	$DRA
$LINE_4_5_OUTRO_60_TEXT	Li hai uccisi!
$LINE_4_5_OUTRO_70_CHAR	ZELEMIR
$LINE_4_5_OUTRO_70_TEXT	Il loro sacrificio salverà il mondo.
$LINE_4_5_OUTRO_80_CHAR	ZELEMIR
$LINE_4_5_OUTRO_80_TEXT	In questo preciso momento, la tua prole è sparsa nelle miniere sotterranee della Valle, in attesa del mio segnale.
$LINE_4_5_OUTRO_90_CHAR	ZELEMIR
$LINE_4_5_OUTRO_90_TEXT	Quando darò l'ordine, questi draghi revenant incendieranno i depositi di minerale.
$LINE_4_5_OUTRO_100_CHAR	ZELEMIR
$LINE_4_5_OUTRO_100_TEXT	La Valle collasserà su se stessa...
$LINE_4_5_OUTRO_110_CHAR	ZELEMIR
$LINE_4_5_OUTRO_110_TEXT	Uccidendo chiunque si trovi al suo interno.
$LINE_4_5_OUTRO_120_CHAR	ZELEMIR
$LINE_4_5_OUTRO_120_TEXT	E attraverso questo enorme sacrificio umano, creerò un nuovo sigillo di sangue.
$LINE_4_5_OUTRO_130_CHAR	ZELEMIR
$LINE_4_5_OUTRO_130_TEXT	Uno dalla forza di migliaia di vite.
$LINE_4_5_OUTRO_140_CHAR	ZELEMIR
$LINE_4_5_OUTRO_140_TEXT	Questa volta non ci saranno discendenti sopravvissuti.
$LINE_4_5_OUTRO_150_CHAR	ZELEMIR
$LINE_4_5_OUTRO_150_TEXT	Eztli-Tenoch resterà intrappolato per l'eternità.
$LINE_4_5_OUTRO_160_CHAR	$DRA
$LINE_4_5_OUTRO_160_TEXT	Ti brucerò vivo per questo!
$LINE_4_5_OUTRO_170_CHAR	ZELEMIR
$LINE_4_5_OUTRO_170_TEXT	Non credo proprio.
$LINE_4_5_OUTRO_180_CHAR	ZELEMIR
$LINE_4_5_OUTRO_180_TEXT	Sappiate che, se cercherete di seguirmi, verrete distrutti.
$LINE_4_5_OUTRO_190_CHAR	ZELEMIR
$LINE_4_5_OUTRO_190_TEXT	*Addio, $MCG.
$LINE_4_5_OUTRO_200_CHAR	ZELEMIR
$LINE_4_5_OUTRO_200_TEXT	Presto sarà finita.
$LINE_4_5_OUTRO_210_CHAR	$DRA
$LINE_4_5_OUTRO_210_TEXT	Il codardo è scappato nel mondo di mezzo!
$LINE_4_5_OUTRO_220_CHAR	$DRA
$LINE_4_5_OUTRO_220_TEXT	Presto! Mandaci da lui!
$LINE_4_5_OUTRO_230_CHAR	$RAN
$LINE_4_5_OUTRO_230_TEXT	Ehi ehi ehi, aspettate un momento.
$LINE_4_5_OUTRO_240_CHAR	$RAN
$LINE_4_5_OUTRO_240_TEXT	Ma io sono l'unica che si ricorda dell'uscita?
$LINE_4_5_OUTRO_250_CHAR	$RAN
$LINE_4_5_OUTRO_250_TEXT	Sapete, quella cosa che serve per scappare?
$LINE_4_5_OUTRO_260_CHAR	$DRA
$LINE_4_5_OUTRO_260_TEXT	Questo non è il momento per la vigliaccheria!
$LINE_4_5_OUTRO_270_CHAR	$RAN
$LINE_4_5_OUTRO_270_TEXT	Questo non è il momento per finire ammazzati!
$LINE_4_5_OUTRO_280_CHAR	$RAN
$LINE_4_5_OUTRO_280_TEXT	*$MCG?
$SCENE_4_6_INTRO_TITLE	La via per l'uscita
$LINE_4_6_INTRO_00_CHAR	$MAG
$LINE_4_6_INTRO_00_TEXT	Te ne vai e basta?
$LINE_4_6_INTRO_10_CHAR	$MCG
$LINE_4_6_INTRO_10_TEXT	Non vedo quale altra scelta abbia.
$LINE_4_6_INTRO_20_CHAR	$MAG
$LINE_4_6_INTRO_20_TEXT	Io non resterò a guardare mentre ciò che rimane della mia gente viene sacrificato!
$LINE_4_6_INTRO_30_CHAR	$MAG
$LINE_4_6_INTRO_30_TEXT	E dire che ti ho quasi considerato un'amica...
$LINE_4_6_INTRO_40_CHAR	$MAG
$LINE_4_6_INTRO_40_TEXT	... un giorno imparerai che è meglio morire con i propri compagni che vivere per sempre da sola.
$LINE_4_6_INTRO_50_CHAR	$MAG
$LINE_4_6_INTRO_50_TEXT	Possa essere per te un'amara lezione.
$LINE_4_6_INTRO_60_CHAR	$MCG
$LINE_4_6_INTRO_60_TEXT	...
$LINE_4_6_INTRO_70_CHAR	$HEA
$LINE_4_6_INTRO_70_TEXT	*Stai facendo la scelta più saggia, $MCG.
$LINE_4_6_INTRO_80_CHAR	$MCG
$LINE_4_6_INTRO_80_TEXT	Davvero?
$LINE_4_6_INTRO_90_CHAR	$HEA
$LINE_4_6_INTRO_90_TEXT	Devi andartene per salvaguardare il futuro.
$LINE_4_6_INTRO_100_CHAR	$HEA
$LINE_4_6_INTRO_100_TEXT	Io devo morire per il passato che ho creato.
$LINE_4_6_INTRO_110_CHAR	$MCG
$LINE_4_6_INTRO_110_TEXT	Addio, amico mio.
$LINE_4_6_INTRO_120_CHAR	$HEA
